name_ar,name_en,sector,region,classification,matched_pattern,confidence,website
الأكاديمية السعودية للطيران المدني,SACA,التعليم وتنمية رأس المال البشري,منطقة مكة المكرمة,government,gov:الأكاديمية السعودية للطيران,high,https://saca.edu.sa
شركة طيران ولان,Wallan Aviation,الخدمات اللوجستية والنقل,منطقة الرياض,private,default,low,https://wallanaviation.com
أسواق التميمي,Tamimi Markets,التجزئة والتجارة الإلكترونية والخدمات الاستهلاكية,المنطقة الشرقية,private,default,low,https://tamimimarkets.com
شركة درعة للعطور,Deraah Perfumes,التجزئة والتجارة الإلكترونية والخدمات الاستهلاكية,منطقة الرياض,private,default,low,https://www.deraah.com.sa
شركة الجميح للسيارات,Aljomaih Automotive,السيارات والتنقل,المنطقة الشرقية,private,default,low,https://www.aljomaihauto.com
شركة المطلق للمفروشات,Almutlaq Furniture,التجزئة والتجارة الإلكترونية والخدمات الاستهلاكية,منطقة الرياض,private,default,low,https://almutlaqfurniture.com
مفروشات الرقيب,Al Rugaib Furniture,التجزئة والتجارة الإلكترونية والخدمات الاستهلاكية,المنطقة الشرقية,private,default,low,https://www.alrugaibfurniture.com
الصندوق الأسود للإلكترونيات,Black Box,الخدمات المالية,منطقة الرياض,private,default,low,https://blackbox.com.sa
تطبيق وموقع حراج,Haraj,التجزئة والتجارة الإلكترونية والخدمات الاستهلاكية,منطقة الرياض,private,default,low,https://haraj.com.sa
منصة فلاورد السعودية,Floward KSA,التجزئة والتجارة الإلكترونية والخدمات الاستهلاكية,منطقة الرياض,private,default,low,https://floward.com
موقع قولدن سنت,Golden Scent,التجزئة والتجارة الإلكترونية والخدمات الاستهلاكية,المنطقة الشرقية,private,default,low,https://www.goldenscent.com
الشركة السعودية للقهوة,Saudi Coffee Company - PIF,الخدمات المالية,منطقة الرياض,private,default,low,https://saudicoffee.com
شركة المطاحن الأولى,First Milling Company,الغذاء والزراعة والاستزراع المائي,منطقة مكة المكرمة,private,default,low,https://firstmilling.com
شركة المطاحن الحديثة,Modern Mills Company,الغذاء والزراعة والاستزراع المائي,منطقة مكة المكرمة,private,default,low,https://modernmills.com.sa
شركة تبوك للتنمية الزراعية - تادكو,TADCO,الغذاء والزراعة والاستزراع المائي,منطقة تبوك,private,default,low,https://tadco-agri.com
شركة تراث المدينة,Al Madinah Heritage Company,السياحة والضيافة والثقافة,منطقة المدينة المنورة,private,default,low,https://almadinahheritage.com
شركة وفرة للصناعة والتنمية,Wafrah,الصناعة والتصنيع,منطقة الرياض,private,default,low,https://wafrah.com
الشركة السعودية للأسماك,Saudi Fisheries Company,الغذاء والزراعة والاستزراع المائي,منطقة الرياض,private,default,low,https://alasmak.com.sa
شركة باجة للصناعات الغذائية,Baja Food Industries,الغذاء والزراعة والاستزراع المائي,منطقة الرياض,private,default,low,https://baja.com.sa
شركة الشرقية للتنمية,Asharqiya Development,الغذاء والزراعة والاستزراع المائي,المنطقة الشرقية,private,default,low,https://asharqiyah.com.sa
شركة القصيم القابضة للاستثمار,QAIC,الخدمات المالية,منطقة القصيم,private,default,low,https://qaic.com.sa
شركة العلالي,Al Alali,العقار والتطوير الحضري,منطقة مكة المكرمة,private,private_override:العلالي,high,https://alalali.com
الشركة السعودية لصناعة المحركات - مكين,Makeen,الصناعة والتصنيع,المنطقة الشرقية,private,default,low,https://makeen.com.sa
شركة أسمنت السعودية,Saudi Cement,التعدين والمعادن والمواد,المنطقة الشرقية,private,default,low,https://saudicement.com.sa
شركة صناعات العيسى,Al Essa Industries,الصناعة والتصنيع,منطقة الرياض,private,default,low,https://alessa.com.sa
شركة تصنيع مواد التعبئة والتغليف,FIPCO,الصناعة والتصنيع,منطقة الرياض,private,default,low,https://fipco.com.sa
الشركة السعودية للصناعات المتطورة,SAIC,الصناعة والتصنيع,منطقة الرياض,private,default,low,https://saic.com.sa
شركة الزجاج الوطنية,Zoujaj,الصناعة والتصنيع,منطقة الرياض,private,default,low,https://zoujaj-glass.com
الشركة السعودية لإنتاج الأنابيب الفخارية,SVCP,التعدين والمعادن والمواد,منطقة الرياض,private,default,low,https://svcp-sa.com
شركة العبداللطيف للاستثمار الصناعي,Al Abdullatif Industrial Investment,الخدمات المالية,منطقة الرياض,private,default,low,https://www.alabdullatif.com
شركة نسيج العالمية التجارية,Naseej International Trading,الصناعة والتصنيع,منطقة مكة المكرمة,private,default,low,https://naseej.com.sa
مصنع الراشد للعلب البلاستيكية,Al Rashed PEF,الصناعة والتصنيع,منطقة الرياض,private,default,low,https://alrashed-pef.com
شركة كليات التميز,Colleges of Excellence,التعليم وتنمية رأس المال البشري,منطقة الرياض,private,default,low,https://coe.com.sa
الأكاديمية الوطنية للصناعات العسكرية,NAMI,الدفاع والطيران والفضاء,منطقة الرياض,private,default,low,https://nami.edu.sa
الأكاديمية السعودية اللوجستية,Saudi Logistics Academy,التعليم وتنمية رأس المال البشري,منطقة الرياض,government,gov:الأكاديمية السعودية اللوجستية,high,https://sla.edu.sa
الأكاديمية الوطنية للطاقة,National Energy Academy - NEA,الطاقة والمرافق والمياه,المنطقة الشرقية,private,default,low,https://nea.edu.sa
الأكاديمية السعودية للمياه,Saudi Water Academy,الطاقة والمرافق والمياه,المنطقة الشرقية,government,gov:الأكاديمية السعودية للمياه,high,https://swa.edu.sa
المعهد السعودي التقني لخدمات البترول,SPSP,النفط والغاز والبتروكيماويات,المنطقة الشرقية,private,default,low,https://spsp.edu.sa
المعهد العالي للصناعات البلاستيكية,HIPF,التعليم وتنمية رأس المال البشري,منطقة الرياض,private,default,low,https://hipf.edu.sa
المعهد السعودي للإلكترونيات والأجهزة المنزلية,SEHAI,التعليم وتنمية رأس المال البشري,منطقة الرياض,private,default,low,https://sehai.edu.sa
معهد ريادة الأعمال الوطني - ريادة,Riyadah,التعليم وتنمية رأس المال البشري,منطقة الرياض,private,default,low,https://riyadah.com.sa
شركة المدارس المتقدمة,Advanced Schools Company,التعليم وتنمية رأس المال البشري,منطقة الرياض,private,default,low,https://madares.com.sa
شركة ابن رشد التعليمية,Ibn Rushd Educational Co,التعليم وتنمية رأس المال البشري,منطقة الرياض,private,default,low,https://ibnrushd.edu.sa
شركة مدارس رواد الخليج العالمية,Rowad Alkhaleej,التعليم وتنمية رأس المال البشري,المنطقة الشرقية,private,default,low,https://rais.edu.sa
مدارس الرياض,Riyadh Schools,التعليم وتنمية رأس المال البشري,منطقة الرياض,private,default,low,https://riyadhschools.edu.sa
مدارس الملك فيصل,King Faisal School,التعليم وتنمية رأس المال البشري,منطقة الرياض,private,default,low,https://kfs.sch.sa
مدارس الظهران الأهلية,Dhahran Ahliyya Schools,الترفيه والرياضة والإعلام,المنطقة الشرقية,private,default,low,https://das.sch.sa
شركة الخليج للكيماويات,Gulf Chemicals,الدفاع والطيران والفضاء,منطقة الرياض,private,default,low,https://gulfchemicals.com
شركة الغاز الصناعية,Industrial Gas,النفط والغاز والبتروكيماويات,المنطقة الشرقية,private,default,low,https://industrialgas.sa
شركة التكنولوجيا الكيميائية,Chemical Technology,الدفاع والطيران والفضاء,منطقة الرياض,private,default,low,https://ctc.com.sa
شركة مجمع صناعات البتروكيماويات,Petrochem Complex,النفط والغاز والبتروكيماويات,المنطقة الشرقية,private,default,low,https://petrochem.sa
شركة الرائد للبتروكيماويات,Al Raed Petrochemicals,الدفاع والطيران والفضاء,منطقة الرياض,private,default,low,https://alraed.com.sa
شركة كيماويات الخليج المتطورة,Advanced Gulf Chemicals,الدفاع والطيران والفضاء,منطقة الرياض,private,default,low,https://agc.com.sa
شركة إمداد الكيماويات,Chemical Supply,الدفاع والطيران والفضاء,المنطقة الشرقية,private,default,low,https://chemsupply.sa
شركة أرلانكسيو السعودية,ARLANXEO Saudi Arabia,النفط والغاز والبتروكيماويات,المنطقة الشرقية,private,default,low,https://www.arlanxeo.com
نادي الأهلي السعودي,Al Ahli Saudi FC,الترفيه والرياضة والإعلام,منطقة مكة المكرمة,private,default,low,https://alahlifc.sa
رابطة الدوري السعودي للمحترفين,Saudi Pro League,الترفيه والرياضة والإعلام,منطقة الرياض,private,default,low,https://spl.com.sa
الاتحاد السعودي لكرة القدم,SAFF,الترفيه والرياضة والإعلام,منطقة الرياض,private,default,low,https://www.saff.com.sa
شركة ساند سوفت للألعاب,Sandsoft Games,الترفيه والرياضة والإعلام,منطقة الرياض,private,default,low,https://sandsoft.com
ستير ستوديوز لتطوير الألعاب,Steer Studios,العقار والتطوير الحضري,منطقة الرياض,private,private_override:ستير ستوديوز,high,https://steerstudios.com
شركة فوڤ للألعاب والرياضات الإلكترونية,VOV Gaming,الدفاع والطيران والفضاء,منطقة الرياض,private,default,low,https://vov.gg
الشركة الدولية لتوزيع المياه - توزيع,Tawzea,الطاقة والمرافق والمياه,منطقة مكة المكرمة,private,default,low,https://www.tawzea.com
شركة إدارة الخدمات البيئية العالمية,GEMS,البيئة والاستدامة,منطقة مكة المكرمة,private,default,low,https://gems-ksa.com
شركة بيئة,Bee'ah Saudi Arabia,البيئة والاستدامة,منطقة الرياض,private,default,low,https://beeahgroup.com/sa
شركة الجيهاز القابضة - قطاع الطاقة,Aljehaz Holding,الطاقة والمرافق والمياه,منطقة الرياض,private,default,low,https://aljehaz.com
شركة جنرال إلكتريك السعودية,GE Saudi Arabia,الطاقة والمرافق والمياه,منطقة الرياض,private,default,low,https://www.ge.com/saudi-arabia
مجموعة إي في ميتالز السعودية,EV Metals Group KSA,التعدين والمعادن والمواد,منطقة المدينة المنورة,private,default,low,https://www.evmetalsgroup.com
آيفانهو إلكتريك السعودية,Ivanhoe Electric KSA,التعدين والمعادن والمواد,منطقة الرياض,private,default,low,https://ivanhoeelectric.com
موكسيكو ريسورسيز السعودية,Moxico Resources,التعدين والمعادن والمواد,منطقة الرياض,private,default,low,https://www.moxico.com
شركة النافع للحديد,Al-Nafie Steel,التعدين والمعادن والمواد,منطقة مكة المكرمة,private,default,low,https://www.alnafie-steel.com
شركة حديد الرياض,Riyadh Steel,التعدين والمعادن والمواد,منطقة الرياض,private,default,low,https://www.riyadhsteel.com.sa
شركة تطوير العلا,AlUla Development Company,العقار والتطوير الحضري,منطقة الرياض,semi_government,semi:شركة تطوير العلا,high,https://udc.sa
شركة أردارا - مشروع الوادي,ARDARA,العقار والتطوير الحضري,منطقة عسير,private,default,low,https://ardara.sa
شركة جدة الاقتصادية,Jeddah Economic Company,الدفاع والطيران والفضاء,منطقة مكة المكرمة,private,default,low,https://jec.sa
شركة كادن للاستثمار,Kaden Investment,الخدمات المالية,منطقة الرياض,private,default,low,https://kaden.com.sa
شركة آل سعيدان للعقارات,Al Saedan Real Estate,العقار والتطوير الحضري,منطقة الرياض,private,default,low,https://alsaedan.com
وكالة الفضاء السعودية,Saudi Space Agency - SSA,الدفاع والطيران والفضاء,منطقة الرياض,private,default,low,https://ssa.gov.sa
شركة تأجير الطائرات,AviLease,الخدمات اللوجستية والنقل,منطقة الرياض,private,default,low,https://avilease.com
طيران السعودية الخاص,Saudia Private Aviation - SPA,الخدمات اللوجستية والنقل,منطقة مكة المكرمة,semi_government,semi:Saudia,high,https://www.spa.sa
شركة ناس جت للطيران الخاص,NasJet,الخدمات اللوجستية والنقل,منطقة الرياض,private,default,low,https://nasjet.com.sa
مجموعة دله أفكو عبر البلاد العربية,Dallah Avco,الخدمات اللوجستية والنقل,منطقة مكة المكرمة,private,default,low,https://dallahavco.com
شركة الأمد السعودي لتموين المطارات,SAAS,الخدمات اللوجستية والنقل,منطقة مكة المكرمة,private,default,low,https://saas.com.sa
شركة دار التخطيط,Dar Al-Takhit,التشييد والهندسة والبنية التحتية,منطقة الرياض,private,default,low,https://daraltakhit.com
شركة محرم وباخشب,Moharram-Bakoum,التشييد والهندسة والبنية التحتية,منطقة مكة المكرمة,private,default,low,https://www.mb-engineers.com
شركة كاف,CAV - Engineering Consulting,التشييد والهندسة والبنية التحتية,منطقة الرياض,private,default,low,https://cav-sa.com
شركة أتكينز ريالس,AtkinsRéalis,التشييد والهندسة والبنية التحتية,منطقة الرياض,private,default,low,https://www.atkinsrealis.com
شركة موت ماكدونالد,Mott MacDonald,التشييد والهندسة والبنية التحتية,منطقة الرياض,private,default,low,https://www.mottmac.com
شركة أريب للاستشارات الهندسية,Areeb Consulting,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://areeb-eng.com
شركة المهيدب للاستشارات الهندسية,Al Muhaidib,الخدمات المهنية والاستشارية,المنطقة الشرقية,private,default,low,https://muhaidib.com
شركة دار المعمار للاستشارات الهندسية,DMC,التشييد والهندسة والبنية التحتية,منطقة الرياض,private,default,low,https://dmc.sa
الشركة العربية السعودية للاستثمارات الصناعية,Dussur,الخدمات المالية,منطقة الرياض,private,default,low,https://www.dussur.com
شركة الجفالي للمعدات الصناعية,JIPCO,الصناعة والتصنيع,منطقة مكة المكرمة,private,default,low,https://www.jipco.com.sa
شركة العيسى للصناعات,Alessa Industries,الصناعة والتصنيع,منطقة الرياض,private,default,low,https://www.alessa.com.sa
شركة الخريف للصناعات التجارية,Alkhorayef Commercial,الصناعة والتصنيع,منطقة الرياض,private,default,low,https://www.alkhorayef.com
شركة صناعات العزل العربية - عوازل,Awazel,الصناعة والتصنيع,منطقة الرياض,private,default,low,https://awazel.com
الشركة السعودية لصناعة البيتومين - سابيت,SABIT,الصناعة والتصنيع,منطقة الرياض,private,default,low,https://sabit.com.sa
شركة الشرق الأوسط للبطاريات,MEBCO,الصناعة والتصنيع,المنطقة الشرقية,private,default,low,https://mebco.com
الشركة السعودية لصناعات التيتانيوم الإسفنجي,ATTM,العقار والتطوير الحضري,منطقة المدينة المنورة,private,private_override:صناعات التيتانيوم,high,https://attm.com.sa
شركة كابلات جدة,Jeddah Cables,التعدين والمعادن والمواد,منطقة مكة المكرمة,private,default,low,https://jeddah-cables.com
شركة الصناعات الكيميائية الأساسية,BCI,الصناعة والتصنيع,المنطقة الشرقية,private,default,low,https://www.bci.sa
شركة الخزف المعاصر,Contemporary Ceramics,الدفاع والطيران والفضاء,منطقة الرياض,private,default,low,https://contemporaryceramics.com
الشركة السعودية للتسويق - أسواق المزرعة,Farm Superstores,التجزئة والتجارة الإلكترونية والخدمات الاستهلاكية,المنطقة الشرقية,private,default,low,https://farm.com.sa
شركة لولو السعودية,LuLu Saudi Arabia,التجزئة والتجارة الإلكترونية والخدمات الاستهلاكية,منطقة الرياض,private,default,low,https://www.luluhypermarket.com
مجموعة شلهوب,Chalhoub Group KSA,التجزئة والتجارة الإلكترونية والخدمات الاستهلاكية,منطقة الرياض,private,default,low,https://www.chalhoubgroup.com
شركة لاندمارك العربية,Landmark Arabia,التجزئة والتجارة الإلكترونية والخدمات الاستهلاكية,منطقة مكة المكرمة,private,default,low,https://www.landmarkgroup.com
مجموعة أباريل,Apparel Group KSA,التجزئة والتجارة الإلكترونية والخدمات الاستهلاكية,منطقة الرياض,private,default,low,https://apparelgroupglobal.com
تطبيق تويو للتوصيل,ToYou,الخدمات اللوجستية والنقل,منطقة الرياض,private,default,low,https://toyou.io
تطبيق شقردي,Shgardi,الخدمات اللوجستية والنقل,المنطقة الشرقية,private,default,low,https://shgardi.app
منصة رسال,Resal,الخدمات اللوجستية والنقل,منطقة الرياض,private,default,low,https://resal.me
المجموعة الوطنية للاستزراع المائي,National Aquaculture Group,الغذاء والزراعة والاستزراع المائي,منطقة مكة المكرمة,private,default,low,https://www.naqua.com.sa
مجموعة السنبلة,Sunbulah Group,الغذاء والزراعة والاستزراع المائي,منطقة مكة المكرمة,private,default,low,https://www.sunbulahgroup.com
الشركة الوطنية للخدمات الزراعية,National Company for Agricultural Services - AgriServ,الغذاء والزراعة والاستزراع المائي,منطقة الرياض,private,default,low,https://agriserv.sa/en
شركة آني وداني للصناعات الغذائية,Aani & Dani Dairy and Food Industries,الغذاء والزراعة والاستزراع المائي,منطقة الرياض,private,default,low,https://www.aanidani.com
شركة شاورمر للأغذية,Shawarmer Food Company,التجزئة والتجارة الإلكترونية والخدمات الاستهلاكية,منطقة الرياض,private,default,low,https://www.shawarmer.com
إفكو السعودية,IFFCO Saudi Arabia,الغذاء والزراعة والاستزراع المائي,منطقة مكة المكرمة,private,default,low,https://www.iffco.com
دل مونتي العربية السعودية,Del Monte Saudi Arabia,الغذاء والزراعة والاستزراع المائي,منطقة مكة المكرمة,private,default,low,https://www.freshdelmonte.com
شركة ربوع الشام المحدودة,Rubou Al-Sham Company Ltd.,الغذاء والزراعة والاستزراع المائي,منطقة الرياض,private,default,low,https://www.sham.com.sa
الشركة السعودية للتمور,Saudi Dates Company,الغذاء والزراعة والاستزراع المائي,منطقة الرياض,private,default,low,https://saudidates.sa
مؤسسة عكاظ للصحافة والنشر,Okaz Organization for Press and Publication,الترفيه والرياضة والإعلام,منطقة مكة المكرمة,private,default,low,https://www.okaz.com.sa
مؤسسة المدينة للصحافة والنشر,Al Madina Press and Publishing Organization,الترفيه والرياضة والإعلام,منطقة مكة المكرمة,private,default,low,https://www.al-madina.com
مؤسسة اليمامة الصحفية,Al Yamamah Press Establishment,الترفيه والرياضة والإعلام,منطقة الرياض,private,default,low,https://www.alriyadh.com
مؤسسة الجزيرة للصحافة والطباعة والنشر,"Al Jazirah Corporation for Press, Printing & Publishing",الترفيه والرياضة والإعلام,منطقة الرياض,private,default,low,https://www.al-jazirah.com
دار اليوم للإعلام,Al Yaum Media House,الترفيه والرياضة والإعلام,المنطقة الشرقية,private,default,low,https://www.alyaum.com
مؤسسة عسير للصحافة والنشر – صحيفة الوطن,Assir Press & Publishing Establishment – Al Watan,الترفيه والرياضة والإعلام,منطقة عسير,private,default,low,https://www.alwatan.com.sa
شركة أرقام الاستثمارية,Argaam Investment Company,الخدمات المالية,منطقة الرياض,private,default,low,https://www.argaam.com
شركة إيجاز للنشر الإلكتروني – صحيفة عاجل,Ejaz Electronic Publishing – Ajel,الترفيه والرياضة والإعلام,منطقة الرياض,private,default,low,https://egaz.sa/ajel.html
شركة ثمانية للنشر والتوزيع,Thmanyah Publishing & Distribution,الترفيه والرياضة والإعلام,منطقة الرياض,private,default,low,https://company.thmanyah.com
دار أثر للنشر والتوزيع,Dar Athar Publishing & Distribution,الترفيه والرياضة والإعلام,المنطقة الشرقية,private,default,low,https://darathar.net
دار تأثير للنشر والتوزيع,Taatheer Publishing & Distribution,الترفيه والرياضة والإعلام,منطقة الرياض,private,default,low,https://www.taatheer.sa
مركز الأدب العربي,Arab Literature Center,القطاع الحكومي والعام,منطقة الرياض,private,default,low,https://adab-book.com
دار حبر للنشر والترجمة والتوزيع,"Dar Hibr Publishing, Translation & Distribution",الترفيه والرياضة والإعلام,المنطقة الشرقية,private,default,low,https://darhibr.com
شركة تام التنموية,TAM Development,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://www.tam.sa
مكاتفة,Mukatafa,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://mukatafa.org
جرانت ثورنتون السعودية,Grant Thornton Saudi Arabia,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://www.grantthornton.sa
بي دي أو د. محمد العمري وشركاه,BDO Dr. Mohamed Al-Amri & Co.,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://www.bdoalamri.com/en-gb/home
كرو السعودية,Crowe Saudi Arabia,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://www.crowe.com/sa
آر إس إم السعودية,RSM Saudi Arabia,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://www.rsm.global/saudiarabia
بيكر تيلي السعودية,Baker Tilly Saudi Arabia,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://www.bakertilly.sa
فورفيس مازارز السعودية,Forvis Mazars Saudi Arabia,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://www.forvismazars.com/sa/en
بروتيفيتي السعودية,Protiviti Saudi Arabia,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://www.protiviti.com/sa-en
إف تي آي للاستشارات,FTI Consulting,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://www.fticonsulting.com
سيا بارتنرز السعودية,Sia Partners,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://www.sia-partners.com/en/about-us/our-locations/saudi-arabia
وايت شيلد,Whiteshield,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://whiteshield.ai/contact/riyadh/
كورن فيري السعودية,Korn Ferry Saudi Arabia,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://www.kornferry.com/sa/about-us/global-offices/riyadh
أليكس بارتنرز السعودية,AlixPartners Saudi Arabia,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://www.alixpartners.com/get-in-touch/offices/riyadh/
إيجون زندر,Egon Zehnder,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://www.egonzehnder.com/office/middle-east
شركة السيف للمقاولات الهندسية,El-Seif Engineering Contracting,التشييد والهندسة والبنية التحتية,منطقة الرياض,private,default,low,https://www.el-seif.com.sa/en
شركة العيوني للاستثمار والمقاولات,AL-AYUNI Investment & Contracting,الخدمات المالية,منطقة الرياض,private,default,low,https://al-ayuni.com
الشركة السعودية للبنية التحتية العقارية,BINYAH,العقار والتطوير الحضري,منطقة الرياض,private,default,low,https://www.binyah.com.sa
شركة سعودي بان كينغدوم للمقاولات,Saudi Pan Kingdom / SAPAC,التشييد والهندسة والبنية التحتية,منطقة الرياض,private,default,low,https://sapac.com.sa
الشركة السعودية لخدمات الأعمال الكهربائية والميكانيكية,SSEM,التشييد والهندسة والبنية التحتية,منطقة الرياض,private,default,low,https://ssem.com.sa
شركة الراشد للتجارة والمقاولات,Al-Rashid Trading & Contracting / RTCC,التشييد والهندسة والبنية التحتية,منطقة الرياض,private,default,low,https://www.rtcc.com.sa
شركة الحربي للتجارة والمقاولات,Al Harbi Trading & Contracting,التشييد والهندسة والبنية التحتية,منطقة الرياض,private,default,low,https://www.alharbiidc.com
شركة الفوزان للمقاولات العامة,AlFouzan General Construction,التشييد والهندسة والبنية التحتية,منطقة الرياض,private,default,low,https://alfouzan.com
شركة المقاولات والإنشاءات المحدودة,Contracting & Construction Enterprises / CCE,التشييد والهندسة والبنية التحتية,منطقة الرياض,private,default,low,https://www.ccesaudi.org
شركة الكفاح للمقاولات,AlKifah Contracting,التشييد والهندسة والبنية التحتية,المنطقة الشرقية,private,default,low,https://kcc.com.sa
شركة مفرح مرزوق الحربي وشركاه المحدودة,Mofarreh Alharbi & Partners,الخدمات المهنية والاستشارية,المنطقة الشرقية,private,default,low,https://mofarrehgroup.com.sa
شركة إيه بي في روك جروب المحدودة,ABV Rock Group,التشييد والهندسة والبنية التحتية,منطقة الرياض,private,default,low,https://abvrock.com
شركة بيتور السعودية,Saudi Arabian Baytur,التشييد والهندسة والبنية التحتية,المنطقة الشرقية,private,default,low,https://baytur.com.sa
شركة أزميل للمقاولات,AZMEEL Contracting,التشييد والهندسة والبنية التحتية,المنطقة الشرقية,private,default,low,https://www.azmeel.com
شركة بيمكو العربية للمقاولات المحدودة,Arabian Bemco Contracting,التشييد والهندسة والبنية التحتية,منطقة مكة المكرمة,private,default,low,https://bemco.net
شركة الصحة القابضة,Health Holding Company,الرعاية الصحية وعلوم الحياة,منطقة الرياض,private,default,low,https://www.health.sa/en
شركة الموسى الصحية,Almoosa Health Company,الرعاية الصحية وعلوم الحياة,المنطقة الشرقية,private,default,low,https://almoosahealthgroup.org/en/about-almoosa/
المركز الطبي الدولي,International Medical Center,الرعاية الصحية وعلوم الحياة,منطقة مكة المكرمة,private,default,low,https://www.imc.med.sa/en
شركة مختبرات البرج الطبية,Al Borg Diagnostics,الرعاية الصحية وعلوم الحياة,منطقة مكة المكرمة,private,default,low,https://alborgdx.com/ksa/en/about-al-borg/
مختبرات دلتا الطبية,Delta Medical Laboratories,الرعاية الصحية وعلوم الحياة,منطقة الرياض,private,default,low,https://www.delta-medlab.com/en
شركة أفالون فارما,Avalon Pharma,الرعاية الصحية وعلوم الحياة,منطقة الرياض,private,default,low,https://www.avalonpharmaceutical.com/
شركة الرياض فارما,Riyadh Pharma,الرعاية الصحية وعلوم الحياة,منطقة الرياض,private,default,low,https://www.riyadhpharma.com/
شركة فارما للصناعات الدوائية,Pharma Pharmaceutical Industries,الرعاية الصحية وعلوم الحياة,منطقة الرياض,private,default,low,https://pharma.com.sa/
ألفا فارما,Alpha Pharma,الرعاية الصحية وعلوم الحياة,منطقة مكة المكرمة,private,default,low,https://alphapharma.com.sa/
الشركة السعودية للتقنية الحيوية,Saudi Biotechnology Manufacturing Company / SAUDIBIO,التقنية والاقتصاد الرقمي,منطقة الرياض,private,default,low,https://saudibio.com/
لايفيرا,Lifera,الرعاية الصحية وعلوم الحياة,منطقة الرياض,private,default,low,https://lifera.com.sa/
ساجا الصيدلانية,SAJA Pharmaceuticals,الرعاية الصحية وعلوم الحياة,منطقة مكة المكرمة,private,default,low,https://www.sajapharma.com/
مجموعة تامر,Tamer Group,الرعاية الصحية وعلوم الحياة,منطقة مكة المكرمة,private,default,low,https://www.tamergroup.com/
شركة الصالحية التجارية,Salehiya Trading Company,الرعاية الصحية وعلوم الحياة,منطقة الرياض,private,default,low,https://salehiya.com/
شركة الخليج الطبية,Gulf Medical Company,الرعاية الصحية وعلوم الحياة,منطقة مكة المكرمة,private,default,low,https://www.gulfmedical.com/
جامعة الأمير سلطان,Prince Sultan University,التعليم وتنمية رأس المال البشري,منطقة الرياض,private,private_override:جامعة الأمير سلطان,high,https://www.psu.edu.sa
جامعة الفيصل,Alfaisal University,التعليم وتنمية رأس المال البشري,منطقة الرياض,private,private_override:جامعة الفيصل,high,https://www.alfaisal.edu
جامعة اليمامة,Al Yamamah University,التعليم وتنمية رأس المال البشري,منطقة الرياض,private,private_override:جامعة اليمامة,high,https://yu.edu.sa
جامعة دار العلوم,Dar Al Uloom University,التعليم وتنمية رأس المال البشري,منطقة الرياض,private,private_override:جامعة دار العلوم,high,https://dau.edu.sa
الجامعة العربية المفتوحة - السعودية,Arab Open University - KSA,التعليم وتنمية رأس المال البشري,منطقة الرياض,private,private_override:الجامعة العربية المفتوحة,high,https://www.arabou.edu.sa
جامعة عفت,Effat University,التعليم وتنمية رأس المال البشري,منطقة مكة المكرمة,private,private_override:جامعة عفت,high,https://www.effatuniversity.edu.sa
جامعة دار الحكمة,Dar Al-Hekma University,التعليم وتنمية رأس المال البشري,منطقة مكة المكرمة,private,private_override:جامعة دار الحكمة,high,https://www.dah.edu.sa
جامعة الأعمال والتكنولوجيا,University of Business and Technology,التعليم وتنمية رأس المال البشري,منطقة مكة المكرمة,private,private_override:جامعة الأعمال والتكنولوجيا,high,https://www.ubt.edu.sa
كلية البترجي الطبية,Batterjee Medical College,الرعاية الصحية وعلوم الحياة,منطقة مكة المكرمة,private,default,low,https://bmc.edu.sa
جامعة رياض العلم,Riyadh Elm University,التقنية والاقتصاد الرقمي,منطقة الرياض,private,private_override:جامعة رياض العلم,high,https://www.riyadh.edu.sa
جامعة الأمير محمد بن فهد,Prince Mohammad Bin Fahd University,التعليم وتنمية رأس المال البشري,المنطقة الشرقية,private,private_override:جامعة الأمير محمد بن فهد,high,https://www.pmu.edu.sa
جامعة الأمير مقرن بن عبدالعزيز,University of Prince Mugrin,التعليم وتنمية رأس المال البشري,منطقة المدينة المنورة,private,private_override:جامعة الأمير مقرن,high,https://upm.edu.sa
جامعة سليمان الراجحي,Sulaiman Alrajhi University,التعليم وتنمية رأس المال البشري,منطقة القصيم,private,private_override:جامعة سليمان الراجحي,high,https://sr.edu.sa
المعهد السعودي التقني للتعدين,Saudi Mining Polytechnic,التعدين والمعادن والمواد,منطقة الحدود الشمالية,private,default,low,https://smp.edu.sa
